"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"the [[mesmerizing]] performances of the leads keep the film grounded and keep the audience [[riveted]] . ","the [[mystifying]] performances of the leads keep the film grounded and keep the audience [[appalled]] . ",4.0531158447265625e-05,0.016700804233551025,1,1,1,80,"Failed"
"it takes a strange kind of [[laziness]] to [[waste]] the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it takes a strange kind of [[idleness]] to [[scrap]] the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0.00020116567611694336,0.9835778474807739,0,1,0,80,"Successful"
"... the film suffers from a [[lack]] of humor ( something needed to balance out the [[violence]] ) ... ","... the film suffers from a [[rarity]] of humor ( something needed to balance out the [[abusing]] ) ... ",7.331371307373047e-05,0.009418904781341553,0,0,0,80,"Failed"
"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ","we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ",0.9881235361099243,0.9881235361099243,0,0,1,1,"Skipped"
"even horror fans will most likely not find what they 're seeking with trouble every day ; the movie [[lacks]] both thrills and humor . ","even horror fans will most likely not find what they 're seeking with trouble every day ; the movie [[dearth]] both thrills and humor . ",0.20448142290115356,0.675342321395874,0,1,0,59,"Successful"
"a [[gorgeous]] , high-spirited musical from india that [[exquisitely]] blends music , dance , song , and high drama . ","a [[grandiose]] , high-spirited musical from india that [[classically]] blends music , dance , song , and high drama . ",8.96453857421875e-05,0.0017913579940795898,1,1,1,80,"Failed"
"the [[emotions]] are raw and [[will]] strike a [[nerve]] with anyone who 's ever [[had]] family trauma . ","the [[sentiments]] are raw and [[wanting]] strike a [[boldness]] with anyone who 's ever [[holds]] family trauma . ",0.005732297897338867,0.3586646318435669,1,1,1,80,"Failed"
"audrey tatou has a [[knack]] for picking roles that magnify her outrageous [[charm]] , and in this literate french comedy , she 's as morning-glory [[exuberant]] as she was in amélie . ","audrey tatou has a [[don]] for picking roles that magnify her outrageous [[allure]] , and in this literate french comedy , she 's as morning-glory [[florid]] as she was in amélie . ",0.00033283233642578125,0.5955078601837158,1,0,1,80,"Successful"
"... the [[movie]] is just a [[plain]] [[old]] monster . ","... the [[photography]] is just a [[cimarron]] [[yesteryear]] monster . ",0.004429638385772705,0.8044753074645996,0,1,0,80,"Successful"
"in its best moments , resembles a [[bad]] high school production of grease , without benefit of song . ","in its best moments , resembles a [[horrid]] high school production of grease , without benefit of song . ",0.0029277801513671875,0.6021232604980469,0,1,0,60,"Successful"
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ",0.7673497796058655,0.7673497796058655,1,1,0,1,"Skipped"
"the iditarod [[lasts]] for days - this just felt like it did . ","the iditarod [[extends]] for days - this just felt like it did . ",0.11023539304733276,0.9667090773582458,0,1,0,29,"Successful"
"holden caulfield [[did]] it better . ","holden caulfield [[does]] it better . ",0.2198195457458496,0.9837748408317566,0,1,0,36,"Successful"
"a delectable and [[intriguing]] [[thriller]] filled with [[surprises]] , read my [[lips]] is an original . ","a delectable and [[staggering]] [[filmmaking]] filled with [[stupor]] , read my [[noses]] is an original . ",0.00024002790451049805,0.058777689933776855,1,1,1,80,"Failed"
"seldom has a movie so closely matched the [[spirit]] of a man and his work . ","seldom has a movie so closely matched the [[esprit]] of a man and his work . ",0.03944045305252075,0.7775461077690125,1,0,1,41,"Successful"
"nicks , seemingly [[uncertain]] what 's going to make people laugh , runs the gamut from [[stale]] parody to raunchy sex gags to formula romantic comedy . ","nicks , seemingly [[unbeknownst]] what 's going to make people laugh , runs the gamut from [[old]] parody to raunchy sex gags to formula romantic comedy . ",0.0021080374717712402,0.7748364210128784,0,1,0,66,"Successful"
"the action switches between past and present , but the material link is too [[tenuous]] to anchor the emotional connections that purport to [[span]] a 125-year divide . ","the action switches between past and present , but the material link is too [[frailty]] to anchor the emotional connections that purport to [[embracing]] a 125-year divide . ",0.001063525676727295,0.054728150367736816,0,0,0,80,"Failed"
"it 's an offbeat treat that pokes [[fun]] at the democratic exercise while also examining its [[significance]] for those who take part . ","it 's an offbeat treat that pokes [[distracting]] at the democratic exercise while also examining its [[meaning]] for those who take part . ",0.005189180374145508,0.5364952087402344,1,0,1,80,"Successful"
"it 's a cookie-cutter [[movie]] , a cut-and-paste [[job]] . ","it 's a cookie-cutter [[cine]] , a cut-and-paste [[mission]] . ",0.08352625370025635,0.6776636242866516,0,1,0,80,"Successful"
"i [[had]] to look away - this was god [[awful]] . ","i [[possesses]] to look away - this was god [[heinous]] . ",0.05028408765792847,0.9635105133056641,0,1,0,67,"Successful"
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most [[compelling]] variations on in the company of men . ","thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most [[unconvincing]] variations on in the company of men . ",0.00025516748428344727,0.6197906732559204,1,0,1,62,"Successful"
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0.8218566179275513,0.8218566179275513,1,1,0,1,"Skipped"
"a [[gorgeous]] , [[witty]] , [[seductive]] movie . ","a [[grandiose]] , [[eclectic]] , [[leggy]] movie . ",3.5762786865234375e-07,0.8278782963752747,1,0,1,80,"Successful"
"if the movie succeeds in instilling a [[wary]] sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ","if the movie succeeds in instilling a [[leery]] sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",0.4284067153930664,0.7035458087921143,0,1,0,58,"Successful"
"it does n't [[believe]] in itself , it has no [[sense]] of [[humor]] ... it 's just [[plain]] bored . ","it does n't [[deem]] in itself , it has no [[feel]] of [[laugh]] ... it 's just [[unadulterated]] bored . ",0.0014517903327941895,0.1957380771636963,0,0,0,80,"Failed"
"a sequence of [[ridiculous]] [[shoot]] - 'em - up scenes . ","a sequence of [[nutty]] [[draw]] - 'em - up scenes . ",0.0016179084777832031,0.5236510634422302,0,1,0,80,"Successful"
"the weight of the [[piece]] , the unerring [[professionalism]] of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight of the [[instalment]] , the unerring [[profession]] of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ",0.06309324502944946,0.6971896886825562,1,0,1,63,"Successful"
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ",0.9844987392425537,0.9844987392425537,1,1,0,1,"Skipped"
"as surreal as a [[dream]] and as [[detailed]] as a photograph , as visually dexterous as it is at times imaginatively [[overwhelming]] . ","as surreal as a [[sleeping]] and as [[discretion]] as a photograph , as visually dexterous as it is at times imaginatively [[dreaded]] . ",0.0008707642555236816,0.34263062477111816,1,1,1,80,"Failed"
"[[escaping]] the [[studio]] , piccoli is [[warmly]] affecting and so is this adroitly [[minimalist]] movie . ","[[leaks]] the [[atelier]] , piccoli is [[frankly]] affecting and so is this adroitly [[insignificant]] movie . ",0.00016748905181884766,0.9936138987541199,1,0,1,80,"Successful"
"there 's ... [[tremendous]] [[energy]] from the cast , a sense of playfulness and excitement that seems [[appropriate]] . ","there 's ... [[gargantuan]] [[energies]] from the cast , a sense of playfulness and excitement that seems [[valid]] . ",0.0005567669868469238,0.0886349081993103,1,1,1,80,"Failed"
"this [[illuminating]] documentary transcends our preconceived vision of the holy land and its inhabitants , [[revealing]] the human [[complexities]] beneath . ","this [[didactic]] documentary transcends our preconceived vision of the holy land and its inhabitants , [[denotes]] the human [[complicate]] beneath . ",0.0003427267074584961,0.13059329986572266,1,1,1,80,"Failed"
"the subtle [[strength]] of `` elling '' is that it never loses touch with the reality of the grim situation . ","the subtle [[harshness]] of `` elling '' is that it never loses touch with the reality of the grim situation . ",0.0616222620010376,0.913273811340332,1,0,1,43,"Successful"
"holm ... [[embodies]] the character with an [[effortlessly]] [[regal]] [[charisma]] . ","holm ... [[conjures]] the character with an [[magically]] [[monarchy]] [[allure]] . ",6.794929504394531e-06,0.05205178260803223,1,1,1,80,"Failed"
"the title not only [[describes]] its main characters , but the lazy [[people]] behind the [[camera]] as well . ","the title not only [[contours]] its main characters , but the lazy [[folks]] behind the [[cams]] as well . ",0.0010496973991394043,0.15168291330337524,0,0,0,80,"Failed"
"it offers [[little]] beyond the momentary joys of pretty and weightless intellectual entertainment . ","it offers [[hsiao]] beyond the momentary joys of pretty and weightless intellectual entertainment . ",0.15780091285705566,0.9642527103424072,0,1,0,52,"Successful"
"a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ","a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ",0.8725885152816772,0.8725885152816772,1,1,0,1,"Skipped"
"a [[subtle]] and well-crafted ( for the most [[part]] ) chiller . ","a [[convoluted]] and well-crafted ( for the most [[fraction]] ) chiller . ",0.00024181604385375977,0.003951370716094971,1,1,1,64,"Failed"
"has a lot of the [[virtues]] of eastwood at his [[best]] . ","has a lot of the [[merited]] of eastwood at his [[improved]] . ",0.00027054548263549805,0.8787434101104736,1,0,1,52,"Successful"
"it 's [[hampered]] by a lifetime-channel kind of plot and a lead actress who is out of her depth . ","it 's [[jeopardized]] by a lifetime-channel kind of plot and a lead actress who is out of her depth . ",0.001949906349182129,0.9182794094085693,0,1,0,67,"Successful"
"it [[feels]] like an after-school special gussied up with some fancy special effects , and watching its [[rote]] plot points connect is about as exciting as gazing at an egg [[timer]] for 93 minutes . ","it [[senses]] like an after-school special gussied up with some fancy special effects , and watching its [[croix]] plot points connect is about as exciting as gazing at an egg [[clocks]] for 93 minutes . ",0.0012024641036987305,0.03960835933685303,0,0,0,80,"Failed"
"for the most part , director anne-sophie birot 's first feature is a [[sensitive]] , [[extraordinarily]] well-acted drama . ","for the most part , director anne-sophie birot 's first feature is a [[fragile]] , [[significantly]] well-acted drama . ",0.0008810162544250488,0.5501861572265625,1,0,1,80,"Successful"
"mr. tsai is a [[very]] original artist in his medium , and what time is it there ? ","mr. tsai is a [[severely]] original artist in his medium , and what time is it there ? ",0.050637781620025635,0.9874029755592346,1,0,1,60,"Successful"
"sade is an [[engaging]] look at the controversial eponymous and fiercely atheistic [[hero]] . ","sade is an [[perpetrating]] look at the controversial eponymous and fiercely atheistic [[smack]] . ",0.00015401840209960938,0.9110915660858154,1,0,1,69,"Successful"
"so [[devoid]] of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ","so [[bereft]] of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ",0.001095890998840332,0.6885582208633423,0,1,0,35,"Successful"
"a [[tender]] , [[heartfelt]] family [[drama]] . ","a [[bid]] , [[depths]] family [[melodramatic]] . ",2.8371810913085938e-05,0.946662425994873,1,0,1,80,"Successful"
"... a hollow [[joke]] told by a cinematic gymnast [[having]] too much fun embellishing the misanthropic tale to actually engage it . ","... a hollow [[funny]] told by a cinematic gymnast [[adopting]] too much fun embellishing the misanthropic tale to actually engage it . ",0.0072026848793029785,0.8368850946426392,0,1,0,71,"Successful"
"the [[cold]] turkey would 've been a [[far]] [[better]] [[title]] . ","the [[cool]] turkey would 've been a [[eminently]] [[more]] [[behalf]] . ",0.000990748405456543,0.9809582233428955,0,1,0,80,"Successful"
"manages to be both repulsively [[sadistic]] and [[mundane]] . ","manages to be both repulsively [[ferocious]] and [[rife]] . ",0.0019362568855285645,0.835398256778717,0,1,0,43,"Successful"
"it 's just disappointingly superficial -- a [[movie]] that has all the elements necessary to be a fascinating , involving character study , but never [[does]] more than [[scratch]] the [[surface]] . ","it 's just disappointingly superficial -- a [[cinema]] that has all the elements necessary to be a fascinating , involving character study , but never [[wanna]] more than [[none]] the [[surfacing]] . ",0.0011931657791137695,0.08184301853179932,0,0,0,80,"Failed"
"this is a story of two misfits who [[do]] n't stand a chance alone , but together they are [[magnificent]] . ","this is a story of two misfits who [[got]] n't stand a chance alone , but together they are [[grandiose]] . ",0.004569292068481445,0.5963099002838135,1,0,1,80,"Successful"
"schaeffer has to find some hook on which to hang his persistently [[useless]] movies , and it might as well be the [[resuscitation]] of the middle-aged [[character]] . ","schaeffer has to find some hook on which to hang his persistently [[wanton]] movies , and it might as well be the [[resuscitate]] of the middle-aged [[characteristic]] . ",0.001999795436859131,0.28948497772216797,0,0,0,80,"Failed"
"the primitive [[force]] of this film seems to bubble up from the vast collective memory of the combatants . ","the primitive [[fortitude]] of this film seems to bubble up from the vast collective memory of the combatants . ",0.16540741920471191,0.9335324168205261,1,0,1,32,"Successful"
"on this tricky topic , tadpole is [[very]] much a step in the right direction , with its [[blend]] of frankness , civility and compassion . ","on this tricky topic , tadpole is [[severely]] much a step in the right direction , with its [[amalgamated]] of frankness , civility and compassion . ",0.0008497238159179688,0.8106124401092529,1,0,1,80,"Successful"
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0.8397818803787231,0.8397818803787231,1,1,0,1,"Skipped"
"you [[wonder]] why enough was n't just a music [[video]] rather than a full-length [[movie]] . ","you [[amazement]] why enough was n't just a music [[clip]] rather than a full-length [[cine]] . ",0.039595961570739746,0.864544689655304,0,1,0,61,"Successful"
"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're hard up for raunchy college humor , this is your ticket right here . ",0.810922384262085,0.810922384262085,0,0,1,1,"Skipped"
"a fast , [[funny]] , [[highly]] [[enjoyable]] movie . ","a fast , [[odd]] , [[heavily]] [[agreeable]] movie . ",2.2649765014648438e-06,0.2763000726699829,1,1,1,80,"Failed"
"[[good]] old-fashioned slash-and-hack is back ! ","[[adequate]] old-fashioned slash-and-hack is back ! ",0.010155558586120605,0.14687520265579224,1,1,1,43,"Failed"
"this one is definitely one to [[skip]] , even for horror movie fanatics . ","this one is definitely one to [[hop]] , even for horror movie fanatics . ",0.2574377655982971,0.9976295828819275,0,1,0,42,"Successful"
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",0.8570940494537354,0.8570940494537354,1,1,0,1,"Skipped"
"[[exquisitely]] nuanced in mood tics and dialogue , this chamber drama is [[superbly]] acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","[[admirably]] nuanced in mood tics and dialogue , this chamber drama is [[terribly]] acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",9.274482727050781e-05,0.0033302903175354004,1,1,1,80,"Failed"
"[[uses]] [[high]] comedy to [[evoke]] surprising poignance . ","[[consuming]] [[bigger]] comedy to [[conjured]] surprising poignance . ",1.9788742065429688e-05,0.024673938751220703,1,1,1,80,"Failed"
"one of creepiest , [[scariest]] movies to come along in a long , long time , easily rivaling blair witch or the others . ","one of creepiest , [[scarier]] movies to come along in a long , long time , easily rivaling blair witch or the others . ",0.36246800422668457,0.8135994076728821,1,0,1,52,"Successful"
"a [[string]] of rehashed sight [[gags]] [[based]] in insipid vulgarity . ","a [[bytes]] of rehashed sight [[giggle]] [[rooted]] in insipid vulgarity . ",8.821487426757812e-05,0.0016521215438842773,0,0,0,80,"Failed"
"among the year 's most [[intriguing]] explorations of alientation . ","among the year 's most [[baffling]] explorations of alientation . ",0.0007978081703186035,0.8002917766571045,1,0,1,60,"Successful"
"the movie [[fails]] to live up to the sum of its parts . ","the movie [[chess]] to live up to the sum of its parts . ",6.878376007080078e-05,0.9966328740119934,0,1,0,62,"Successful"
"the son 's room is a [[triumph]] of gentility that earns its [[moments]] of pathos . ","the son 's room is a [[earn]] of gentility that earns its [[minutes]] of pathos . ",0.0008016228675842285,0.7711167335510254,1,0,1,65,"Successful"
"there is nothing outstanding about this film , but it is [[good]] enough and will likely be [[appreciated]] most by sailors and folks who know their way around a submarine . ","there is nothing outstanding about this film , but it is [[okay]] enough and will likely be [[cared]] most by sailors and folks who know their way around a submarine . ",0.014338314533233643,0.48731064796447754,1,1,1,80,"Failed"
"this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the [[toilet]] in favor of bright flashes and loud bangs . ","this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the [[bath]] in favor of bright flashes and loud bangs . ",0.00025898218154907227,0.0023854970932006836,0,0,0,80,"Failed"
"the draw ( for `` big bad love '' ) is a [[solid]] performance by arliss howard . ","the draw ( for `` big bad love '' ) is a [[audio]] performance by arliss howard . ",0.14613205194473267,0.9897241592407227,1,0,1,51,"Successful"
"green might want to hang onto that ski mask , as robbery may be the only way to [[pay]] for his next [[project]] . ","green might want to hang onto that ski mask , as robbery may be the only way to [[render]] for his next [[agendas]] . ",0.00177842378616333,0.02422201633453369,0,0,0,80,"Failed"
"it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ","it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ",0.9468506574630737,0.9468506574630737,1,1,0,1,"Skipped"
"though it 's become almost redundant to say so , major [[kudos]] go to leigh for actually casting people who look working-class . ","though it 's become almost redundant to say so , major [[congratulation]] go to leigh for actually casting people who look working-class . ",0.4471704363822937,0.984839916229248,1,0,1,37,"Successful"
"the band 's [[courage]] in the face of official repression is [[inspiring]] , especially for [[aging]] [[hippies]] ( this one included ) . ","the band 's [[plucky]] in the face of official repression is [[promising]] , especially for [[ageing]] [[beatniks]] ( this one included ) . ",0.0008755326271057129,0.4543434977531433,1,1,1,80,"Failed"
"the movie [[achieves]] as [[great]] an impact by keeping these thoughts hidden as ... ( [[quills]] ) did by showing them . ","the movie [[attain]] as [[gargantuan]] an impact by keeping these thoughts hidden as ... ( [[feathers]] ) did by showing them . ",0.004973709583282471,0.7686012983322144,1,0,1,80,"Successful"
"the film flat lines when it [[should]] peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film flat lines when it [[ought]] peak and is more missed opportunity and trifle than dark , decadent truffle . ",0.39598608016967773,0.6982823610305786,0,1,0,59,"Successful"
"jaglom ... put ( s ) the [[audience]] in the [[privileged]] position of eavesdropping on his [[characters]] ","jaglom ... put ( s ) the [[spectator]] in the [[preferable]] position of eavesdropping on his [[character]] ",0.010577976703643799,0.49476033449172974,1,1,1,80,"Failed"
"fresnadillo 's dark and jolting [[images]] have a [[way]] of plying into your subconscious like the nightmare you had a week ago that wo n't go [[away]] . ","fresnadillo 's dark and jolting [[stills]] have a [[distances]] of plying into your subconscious like the nightmare you had a week ago that wo n't go [[out]] . ",0.03336817026138306,0.5596381425857544,1,0,1,80,"Successful"
"we know the plot 's a little crazy , but it held my interest from start to [[finish]] . ","we know the plot 's a little crazy , but it held my interest from start to [[end]] . ",0.15371471643447876,0.5083509087562561,1,0,1,63,"Successful"
"it 's a scattershot affair , but when it hits its mark it 's [[brilliant]] . ","it 's a scattershot affair , but when it hits its mark it 's [[grandiose]] . ",0.004614889621734619,0.7596446871757507,1,0,1,49,"Successful"
"hardly a masterpiece , but it introduces viewers to a [[good]] charitable enterprise and some [[interesting]] real people . ","hardly a masterpiece , but it introduces viewers to a [[adequate]] charitable enterprise and some [[interested]] real people . ",0.00016009807586669922,0.020675361156463623,1,1,1,80,"Failed"
"you wo n't like roger , but you will quickly recognize him . ","you wo n't like roger , but you will quickly recognize him . ",0.7490145564079285,0.7490145564079285,1,1,0,1,"Skipped"
"if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ","if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ",0.9999746084213257,0.9999746084213257,0,0,1,1,"Skipped"
"byler [[reveals]] his characters in a way that intrigues and even [[fascinates]] us , and he never reduces the situation to simple melodrama . ","byler [[discloses]] his characters in a way that intrigues and even [[bothers]] us , and he never reduces the situation to simple melodrama . ",0.03398865461349487,0.23800694942474365,1,1,1,80,"Failed"
"this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ","this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ",0.9922834038734436,0.9922834038734436,1,1,0,1,"Skipped"
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm [[noises]] played a crucial role . ","it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm [[sounds]] played a crucial role . ",0.010459601879119873,0.5181034803390503,0,1,0,69,"Successful"
"no sophomore slump for director sam mendes , who segues from oscar [[winner]] to oscar-winning potential with a [[smooth]] sleight of hand . ","no sophomore slump for director sam mendes , who segues from oscar [[triumphed]] to oscar-winning potential with a [[mild]] sleight of hand . ",0.033260226249694824,0.9656298756599426,1,0,1,67,"Successful"
"on the whole , the movie [[lacks]] wit , feeling and believability to compensate for its incessant coarseness and [[banality]] . ","on the whole , the movie [[absences]] wit , feeling and believability to compensate for its incessant coarseness and [[irreverence]] . ",0.004254043102264404,0.9647483825683594,0,1,0,80,"Successful"
"why make a documentary about these [[marginal]] historical figures ? ","why make a documentary about these [[immaterial]] historical figures ? ",0.016595304012298584,0.9585974216461182,0,1,0,53,"Successful"
"neither parker nor donovan is a typical romantic lead , but they bring a [[fresh]] , quirky [[charm]] to the formula . ","neither parker nor donovan is a typical romantic lead , but they bring a [[mild]] , quirky [[bewitching]] to the formula . ",0.0060964226722717285,0.654708743095398,1,0,1,62,"Successful"
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ","his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",0.7195708155632019,0.7195708155632019,1,1,0,1,"Skipped"
"does paint some memorable images ... , but makhmalbaf [[keeps]] her distance from the characters ","does paint some memorable images ... , but makhmalbaf [[maintenance]] her distance from the characters ",0.04757291078567505,0.7267235517501831,1,0,1,63,"Successful"
"a [[gripping]] movie , played with performances that are all [[understated]] and [[touching]] . ","a [[breathless]] movie , played with performances that are all [[overstated]] and [[afflicts]] . ",6.318092346191406e-06,0.9703148007392883,1,0,1,78,"Successful"
"it 's one of those baseball pictures where the hero is [[stoic]] , the wife is patient , the kids are as [[cute]] as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ","it 's one of those baseball pictures where the hero is [[humorless]] , the wife is patient , the kids are as [[beatiful]] as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ",0.06213843822479248,0.38968366384506226,1,1,1,80,"Failed"
"combining quick-cut editing and a [[blaring]] heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","combining quick-cut editing and a [[roaring]] heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ",0.031787991523742676,0.5468869209289551,0,1,0,55,"Successful"
"the movie 's relatively simple plot and [[uncomplicated]] morality play well with the affable cast . ","the movie 's relatively simple plot and [[simplistic]] morality play well with the affable cast . ",0.012468039989471436,0.8924601078033447,1,0,1,24,"Successful"
"what the director ca n't do is [[make]] either of [[val]] kilmer 's two [[personas]] interesting or [[worth]] [[caring]] about . ","what the director ca n't do is [[afford]] either of [[picked]] kilmer 's two [[personalities]] interesting or [[precious]] [[sympathies]] about . ",0.00027185678482055664,0.5010226368904114,0,1,0,80,"Successful"
"too [[often]] , the viewer is n't [[reacting]] to [[humor]] so much as they are wincing back in repugnance . ","too [[consistently]] , the viewer is n't [[answering]] to [[giggle]] so much as they are wincing back in repugnance . ",0.015696227550506592,0.4823848605155945,0,0,0,80,"Failed"
"it 's [[great]] escapist [[fun]] that recreates a place and time that will never happen again . ","it 's [[overwhelming]] escapist [[droll]] that recreates a place and time that will never happen again . ",0.0050754547119140625,0.20484793186187744,1,1,1,80,"Failed"
"[[scores]] no points for [[originality]] , wit , or intelligence . ","[[notes]] no points for [[oddity]] , wit , or intelligence . ",0.016085028648376465,0.8445722460746765,0,1,0,39,"Successful"
"there is n't nearly enough fun here , [[despite]] the presence of some appealing ingredients . ","there is n't nearly enough fun here , [[although]] the presence of some appealing ingredients . ",0.045974910259246826,0.9304248690605164,0,1,0,23,"Successful"
"hilariously inept and ridiculous . ","hilariously inept and ridiculous . ",0.9989948272705078,0.9989948272705078,0,0,1,1,"Skipped"
"this movie is [[maddening]] . ","this movie is [[agonising]] . ",0.02934253215789795,0.9889585375785828,0,1,0,31,"Successful"
"it haunts you , you ca n't forget it , you [[admire]] its conception and are [[able]] to resolve some of the confusions you had while watching it . ","it haunts you , you ca n't forget it , you [[admires]] its conception and are [[capable]] to resolve some of the confusions you had while watching it . ",0.03651458024978638,0.5227576494216919,1,0,1,45,"Successful"
"sam mendes has become valedictorian at the school for soft landings and easy ways out . ","sam mendes has become valedictorian at the school for soft landings and easy ways out . ",0.9971390962600708,0.9971390962600708,1,1,0,1,"Skipped"
"one of the [[smartest]] [[takes]] on singles [[culture]] i 've seen in a long time . ","one of the [[cleverest]] [[having]] on singles [[cultura]] i 've seen in a long time . ",0.0017888545989990234,0.6733146905899048,1,0,1,56,"Successful"
"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ",0.5629535913467407,0.5629535913467407,0,0,1,1,"Skipped"
