"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"the emotions are [[raw]] and will strike a nerve with anyone who 's ever had family trauma . ","the emotions are [[coarse]] and will strike a nerve with anyone who 's ever had family trauma . ",0.03142392635345459,0.5964621901512146,1,0,1,30,"Successful"
"audrey tatou has a knack for picking [[roles]] that [[magnify]] her outrageous charm , and in this literate french [[comedy]] , she 's as morning-glory [[exuberant]] as she was in amélie . ","audrey tatou has a knack for picking [[duties]] that [[widening]] her outrageous charm , and in this literate french [[ridicule]] , she 's as morning-glory [[languid]] as she was in amélie . ",0.05976545810699463,0.2288050651550293,1,1,1,200,"Failed"
"... the [[movie]] is just a [[plain]] [[old]] [[monster]] . ","... the [[image]] is just a [[meadows]] [[oldest]] [[creatures]] . ",0.011564373970031738,0.46776628494262695,0,0,0,130,"Failed"
"in its best moments , resembles a [[bad]] high school production of grease , without [[benefit]] of song . ","in its best moments , resembles a [[wicked]] high school production of grease , without [[allowances]] of song . ",0.07619762420654297,0.5750324130058289,0,1,0,87,"Successful"
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an [[uneven]] tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an [[lopsided]] tone that you never know when humor ends and tragedy begins . ",0.34891456365585327,0.6186230182647705,0,1,0,61,"Successful"
"the iditarod lasts for days - this just felt like it did . ","the iditarod lasts for days - this just felt like it did . ",0.6969591379165649,0.6969591379165649,1,1,0,1,"Skipped"
"holden caulfield did it better . ","holden caulfield did it better . ",0.8568310141563416,0.8568310141563416,1,1,0,1,"Skipped"
"a delectable and [[intriguing]] thriller [[filled]] with surprises , read my lips is an [[original]] . ","a delectable and [[outlandish]] thriller [[occupied]] with surprises , read my lips is an [[primitive]] . ",0.004219532012939453,0.5164802074432373,1,0,1,85,"Successful"
"seldom has a movie [[so]] closely matched the spirit of a man and his work . ","seldom has a movie [[even]] closely matched the spirit of a man and his work . ",0.07076549530029297,0.5794752836227417,1,0,1,45,"Successful"
"nicks , seemingly uncertain what 's [[going]] to make people laugh , runs the gamut from [[stale]] parody to raunchy sex gags to formula romantic comedy . ","nicks , seemingly uncertain what 's [[goes]] to make people laugh , runs the gamut from [[yesteryear]] parody to raunchy sex gags to formula romantic comedy . ",0.1458471417427063,0.6238442659378052,0,1,0,65,"Successful"
"the [[action]] [[switches]] between past and present , but the material link is too [[tenuous]] to anchor the emotional connections that purport to [[span]] a 125-year divide . ","the [[deeds]] [[swapped]] between past and present , but the material link is too [[fragile]] to anchor the emotional connections that purport to [[extended]] a 125-year divide . ",0.27568507194519043,0.5307503342628479,0,1,0,147,"Successful"
"it 's an offbeat [[treat]] that pokes [[fun]] at the democratic exercise while also examining its significance for those who take part . ","it 's an offbeat [[broached]] that pokes [[droll]] at the democratic exercise while also examining its significance for those who take part . ",0.012047111988067627,0.5378804206848145,1,0,1,111,"Successful"
"it 's a cookie-cutter [[movie]] , a cut-and-paste job . ","it 's a cookie-cutter [[moviemaking]] , a cut-and-paste job . ",0.17435681819915771,0.5473471879959106,0,1,0,54,"Successful"
"i had to look away - this was god [[awful]] . ","i had to look away - this was god [[outrageous]] . ",0.03970348834991455,0.5566405057907104,0,1,0,31,"Successful"
"[[thanks]] to scott 's charismatic roger and eisenberg 's [[sweet]] nephew , roger dodger is one of the most [[compelling]] variations on in the company of men . ","[[acknowledgement]] to scott 's charismatic roger and eisenberg 's [[belle]] nephew , roger dodger is one of the most [[unconvincing]] variations on in the company of men . ",0.007768154144287109,0.391101598739624,1,1,1,200,"Failed"
"... designed to provide a mix of smiles and tears , `` crossroads '' [[instead]] provokes a handful of unintentional howlers and numerous [[yawns]] . ","... designed to provide a mix of smiles and tears , `` crossroads '' [[rather]] provokes a handful of unintentional howlers and numerous [[grins]] . ",0.05167829990386963,0.87026047706604,0,1,0,102,"Successful"
"a [[gorgeous]] , [[witty]] , [[seductive]] [[movie]] . ","a [[grandiose]] , [[mental]] , [[sexier]] [[theaters]] . ",0.008738517761230469,0.28979575634002686,1,1,1,138,"Failed"
"if the [[movie]] succeeds in instilling a wary sense of ` there but for the grace of god , ' it is [[far]] too self-conscious to draw you deeply into its world . ","if the [[movies]] succeeds in instilling a wary sense of ` there but for the grace of god , ' it is [[greatly]] too self-conscious to draw you deeply into its world . ",0.2534586191177368,0.48162978887557983,0,0,0,200,"Failed"
"it [[does]] n't believe in itself , it has no [[sense]] of [[humor]] ... it 's just plain [[bored]] . ","it [[doing]] n't believe in itself , it has no [[foreboding]] of [[laughing]] ... it 's just plain [[annoy]] . ",0.020048439502716064,0.5296705961227417,0,1,0,83,"Successful"
"a sequence of [[ridiculous]] shoot - 'em - up scenes . ","a sequence of [[ironic]] shoot - 'em - up scenes . ",0.01905876398086548,0.9098986983299255,0,1,0,48,"Successful"
"the weight of the piece , the unerring professionalism of the [[chilly]] production , and the fascination embedded in the lurid topic [[prove]] recommendation enough . ","the weight of the piece , the unerring professionalism of the [[frigid]] production , and the fascination embedded in the lurid topic [[test]] recommendation enough . ",0.10317909717559814,0.567712664604187,1,0,1,78,"Successful"
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is [[short]] on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is [[succinct]] on the thrills the oversize medium demands . ",0.045320749282836914,0.5105648040771484,0,1,0,33,"Successful"
"as surreal as a [[dream]] and as [[detailed]] as a [[photograph]] , as visually [[dexterous]] as it is at [[times]] imaginatively [[overwhelming]] . ","as surreal as a [[slept]] and as [[caution]] as a [[pictured]] , as visually [[smarter]] as it is at [[dated]] imaginatively [[grande]] . ",0.010789930820465088,0.5882622003555298,1,0,1,141,"Successful"
"[[escaping]] the studio , piccoli is [[warmly]] [[affecting]] and so is this adroitly minimalist movie . ","[[leaks]] the studio , piccoli is [[sincerest]] [[repercussions]] and so is this adroitly minimalist movie . ",0.011114835739135742,0.775656521320343,1,0,1,101,"Successful"
"there 's ... [[tremendous]] energy from the [[cast]] , a sense of [[playfulness]] and excitement that seems [[appropriate]] . ","there 's ... [[substantial]] energy from the [[hurled]] , a sense of [[condescension]] and excitement that seems [[punctual]] . ",0.003289461135864258,0.6560269594192505,1,0,1,151,"Successful"
"this [[illuminating]] documentary [[transcends]] our preconceived vision of the [[holy]] land and its inhabitants , revealing the human [[complexities]] beneath . ","this [[instructional]] documentary [[overmatched]] our preconceived vision of the [[sacred]] land and its inhabitants , revealing the human [[intricate]] beneath . ",0.004428386688232422,0.6282286047935486,1,0,1,133,"Successful"
"the subtle strength of `` elling '' is that it never [[loses]] touch with the reality of the grim situation . ","the subtle strength of `` elling '' is that it never [[looses]] touch with the reality of the grim situation . ",0.01359790563583374,0.7355763912200928,1,0,1,29,"Successful"
"holm ... [[embodies]] the [[character]] with an effortlessly [[regal]] [[charisma]] . ","holm ... [[implicates]] the [[featured]] with an effortlessly [[monarchy]] [[fetish]] . ",0.008071541786193848,0.706104040145874,1,0,1,112,"Successful"
"the title not only describes its main characters , but the [[lazy]] people behind the camera as well . ","the title not only describes its main characters , but the [[unmotivated]] people behind the camera as well . ",0.48780906200408936,0.7928156852722168,0,1,0,19,"Successful"
"it offers [[little]] beyond the momentary joys of pretty and weightless intellectual entertainment . ","it offers [[humble]] beyond the momentary joys of pretty and weightless intellectual entertainment . ",0.11334192752838135,0.9585604667663574,0,1,0,52,"Successful"
"a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ","a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ",0.8361000418663025,0.8361000418663025,1,1,0,1,"Skipped"
"a [[subtle]] and well-crafted ( for the most [[part]] ) chiller . ","a [[inconspicuous]] and well-crafted ( for the most [[faction]] ) chiller . ",0.005890607833862305,0.08611959218978882,1,1,1,64,"Failed"
"[[has]] a [[lot]] of the [[virtues]] of [[eastwood]] at his [[best]] . ","[[had]] a [[fate]] of the [[prerogative]] of [[stallone]] at his [[preferable]] . ",0.017593979835510254,0.6473453044891357,1,0,1,114,"Successful"
"it 's [[hampered]] by a lifetime-channel kind of plot and a lead actress who is out of her [[depth]] . ","it 's [[restrained]] by a lifetime-channel kind of plot and a lead actress who is out of her [[depths]] . ",0.047124266624450684,0.5302426815032959,0,1,0,83,"Successful"
"it feels [[like]] an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it feels [[enjoy]] an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",0.41532576084136963,0.530275821685791,0,1,0,46,"Successful"
"for the most part , director anne-sophie birot 's first feature is a [[sensitive]] , [[extraordinarily]] well-acted drama . ","for the most part , director anne-sophie birot 's first feature is a [[awkward]] , [[inordinately]] well-acted drama . ",0.004690349102020264,0.6779011487960815,1,0,1,92,"Successful"
"mr. tsai is a [[very]] original artist in his medium , and what time is it there ? ","mr. tsai is a [[too]] original artist in his medium , and what time is it there ? ",0.1256340742111206,0.8838884830474854,1,0,1,60,"Successful"
"sade is an [[engaging]] look at the controversial eponymous and [[fiercely]] atheistic hero . ","sade is an [[implicate]] look at the controversial eponymous and [[tirelessly]] atheistic hero . ",0.02633655071258545,0.6617825627326965,1,0,1,97,"Successful"
"so [[devoid]] of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ","so [[free]] of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ",0.020827829837799072,0.5899053812026978,0,1,0,35,"Successful"
"a [[tender]] , [[heartfelt]] family drama . ","a [[bid]] , [[depths]] family drama . ",0.008864760398864746,0.5741786360740662,1,0,1,61,"Successful"
"... a [[hollow]] [[joke]] told by a cinematic gymnast having too much fun embellishing the misanthropic [[tale]] to actually engage it . ","... a [[trough]] [[entertaining]] told by a cinematic gymnast having too much fun embellishing the misanthropic [[histories]] to actually engage it . ",0.009039998054504395,0.33901989459991455,0,0,0,200,"Failed"
"the [[cold]] turkey would 've been a far better [[title]] . ","the [[cool]] turkey would 've been a far better [[denomination]] . ",0.3382769823074341,0.6248137950897217,0,1,0,48,"Successful"
"manages to be both repulsively sadistic and [[mundane]] . ","manages to be both repulsively sadistic and [[staid]] . ",0.41797423362731934,0.9341270327568054,0,1,0,24,"Successful"
"it 's just disappointingly superficial -- a movie that [[has]] all the elements necessary to [[be]] a fascinating , [[involving]] [[character]] study , but never does more than scratch the surface . ","it 's just disappointingly superficial -- a movie that [[hectare]] all the elements necessary to [[are]] a fascinating , [[relating]] [[feature]] study , but never does more than scratch the surface . ",0.10824352502822876,0.2615872621536255,0,0,0,200,"Failed"
"this is a [[story]] of two misfits who [[do]] n't [[stand]] a [[chance]] alone , but together they are [[magnificent]] . ","this is a [[conte]] of two misfits who [[wo]] n't [[position]] a [[likelihood]] alone , but together they are [[extraordinaire]] . ",0.019939422607421875,0.5969804525375366,1,0,1,160,"Successful"
"schaeffer [[has]] to find some hook on which to hang his persistently [[useless]] movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer [[enjoys]] to find some hook on which to hang his persistently [[superfluous]] movies , and it might as well be the resuscitation of the middle-aged character . ",0.14603668451309204,0.6200685501098633,0,1,0,89,"Successful"
"the primitive [[force]] of this film seems to bubble up from the [[vast]] collective memory of the combatants . ","the primitive [[armies]] of this film seems to bubble up from the [[gargantuan]] collective memory of the combatants . ",0.21729475259780884,0.5014630556106567,1,0,1,70,"Successful"
"on this tricky topic , tadpole is [[very]] much a step in the [[right]] direction , with its [[blend]] of frankness , civility and [[compassion]] . ","on this tricky topic , tadpole is [[severely]] much a step in the [[adequate]] direction , with its [[blending]] of frankness , civility and [[pity]] . ",0.02749955654144287,0.37968575954437256,1,1,1,200,"Failed"
"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0.847040057182312,0.847040057182312,1,1,0,1,"Skipped"
"you wonder why enough was n't just a music video [[rather]] than a full-length movie . ","you wonder why enough was n't just a music video [[exactly]] than a full-length movie . ",0.31682437658309937,0.5157865285873413,0,1,0,50,"Successful"
"if you 're hard up for raunchy college [[humor]] , this is your ticket right here . ","if you 're hard up for raunchy college [[banter]] , this is your ticket right here . ",0.2437393069267273,0.5022621154785156,1,0,1,57,"Successful"
"a [[fast]] , [[funny]] , highly [[enjoyable]] movie . ","a [[faster]] , [[weird]] , highly [[cosy]] movie . ",0.004152178764343262,0.758100688457489,1,0,1,87,"Successful"
"[[good]] old-fashioned slash-and-hack is back ! ","[[advisable]] old-fashioned slash-and-hack is back ! ",0.19066154956817627,0.5313016176223755,1,0,1,43,"Successful"
"this one is definitely one to skip , even for horror movie fanatics . ","this one is definitely one to skip , even for horror movie fanatics . ",0.5721533298492432,0.5721533298492432,1,1,0,1,"Skipped"
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a [[head]] of [[emotional]] steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a [[jefe]] of [[psychiatric]] steam . ",0.09820163249969482,0.548511266708374,0,1,0,86,"Successful"
"exquisitely nuanced in mood tics and dialogue , this [[chamber]] drama is [[superbly]] [[acted]] by the deeply appealing veteran bouquet and the chilling but [[quite]] human berling . ","exquisitely nuanced in mood tics and dialogue , this [[rooms]] drama is [[terribly]] [[served]] by the deeply appealing veteran bouquet and the chilling but [[too]] human berling . ",0.03239798545837402,0.3588014841079712,1,1,1,200,"Failed"
"uses high comedy to [[evoke]] [[surprising]] poignance . ","uses high comedy to [[resembling]] [[whopping]] poignance . ",0.008352518081665039,0.5626416206359863,1,0,1,88,"Successful"
"one of creepiest , [[scariest]] movies to come along in a long , long [[time]] , easily rivaling blair witch or the others . ","one of creepiest , [[craziest]] movies to come along in a long , long [[clocking]] , easily rivaling blair witch or the others . ",0.041227757930755615,0.5463114976882935,1,0,1,94,"Successful"
"a string of rehashed sight [[gags]] based in [[insipid]] [[vulgarity]] . ","a string of rehashed sight [[chuckles]] based in [[harmless]] [[playfulness]] . ",0.012118697166442871,0.7944835424423218,0,1,0,125,"Successful"
"among the year 's most [[intriguing]] [[explorations]] of alientation . ","among the year 's most [[baffling]] [[scrutinize]] of alientation . ",0.025256693363189697,0.861723005771637,1,0,1,110,"Successful"
"the movie [[fails]] to live up to the sum of its parts . ","the movie [[overlooking]] to live up to the sum of its parts . ",0.007642984390258789,0.9683703780174255,0,1,0,62,"Successful"
"the son 's [[room]] is a [[triumph]] of gentility that [[earns]] its [[moments]] of pathos . ","the son 's [[bureaus]] is a [[triomphe]] of gentility that [[getting]] its [[occasion]] of pathos . ",0.07609879970550537,0.5111285448074341,1,0,1,147,"Successful"
"there is nothing outstanding about this film , but it is [[good]] enough and will likely be [[appreciated]] most by sailors and folks who [[know]] their way around a submarine . ","there is nothing outstanding about this film , but it is [[adequate]] enough and will likely be [[hails]] most by sailors and folks who [[heed]] their way around a submarine . ",0.08056247234344482,0.4363335371017456,1,1,1,200,"Failed"
"this is a train [[wreck]] of an action film -- a stupefying [[attempt]] by the [[filmmakers]] to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the [[toilet]] in favor of bright flashes and loud bangs . ","this is a train [[sinks]] of an action film -- a stupefying [[endeavors]] by the [[cameramen]] to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the [[wallow]] in favor of bright flashes and loud bangs . ",0.06502509117126465,0.432700514793396,0,0,0,200,"Failed"
"the draw ( for `` big bad [[love]] '' ) is a [[solid]] [[performance]] by arliss howard . ","the draw ( for `` big bad [[worshipped]] '' ) is a [[sonora]] [[executions]] by arliss howard . ",0.005305111408233643,0.8209018111228943,1,0,1,130,"Successful"
"green might [[want]] to hang onto that [[ski]] mask , as robbery may [[be]] the only [[way]] to [[pay]] for his next project . ","green might [[going]] to hang onto that [[slalom]] mask , as robbery may [[es]] the only [[path]] to [[therapies]] for his next project . ",0.22340601682662964,0.44586098194122314,0,0,0,200,"Failed"
"it 's one pussy-ass [[world]] when even killer-thrillers revolve around [[group]] [[therapy]] sessions . ","it 's one pussy-ass [[universal]] when even killer-thrillers revolve around [[grouping]] [[treat]] sessions . ",0.15338420867919922,0.5408821105957031,0,1,0,136,"Successful"
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",0.6721153259277344,0.6721153259277344,0,0,1,1,"Skipped"
"the [[band]] 's [[courage]] in the face of official repression is [[inspiring]] , especially for aging hippies ( this one included ) . ","the [[bands]] 's [[plucky]] in the face of official repression is [[motivated]] , especially for aging hippies ( this one included ) . ",0.03892791271209717,0.5679358243942261,1,0,1,83,"Successful"
"the movie [[achieves]] as great an [[impact]] by keeping these thoughts hidden as ... ( quills ) did by showing them . ","the movie [[obtains]] as great an [[incidence]] by keeping these thoughts hidden as ... ( quills ) did by showing them . ",0.05222165584564209,0.5386821031570435,1,0,1,88,"Successful"
"the film [[flat]] lines when it should peak and is more [[missed]] opportunity and trifle than dark , decadent truffle . ","the film [[unfurnished]] lines when it should peak and is more [[grable]] opportunity and trifle than dark , decadent truffle . ",0.012753844261169434,0.6597388982772827,0,1,0,61,"Successful"
"jaglom ... put ( s ) the audience in the [[privileged]] position of eavesdropping on his characters ","jaglom ... put ( s ) the audience in the [[liens]] position of eavesdropping on his characters ",0.10457992553710938,0.8753597736358643,1,0,1,32,"Successful"
"fresnadillo 's dark and jolting images have a [[way]] of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ","fresnadillo 's dark and jolting images have a [[manner]] of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ",0.38265347480773926,0.5087552070617676,1,0,1,68,"Successful"
"we know the plot 's a little crazy , but it [[held]] my interest from start to finish . ","we know the plot 's a little crazy , but it [[chocks]] my interest from start to finish . ",0.020300745964050293,0.6850617527961731,1,0,1,54,"Successful"
"it 's a scattershot [[affair]] , but when it hits its [[mark]] it 's [[brilliant]] . ","it 's a scattershot [[issue]] , but when it hits its [[branded]] it 's [[glossy]] . ",0.024078547954559326,0.505754828453064,1,0,1,96,"Successful"
"[[hardly]] a masterpiece , but it [[introduces]] viewers to a [[good]] charitable enterprise and some interesting real [[people]] . ","[[closely]] a masterpiece , but it [[prescribes]] viewers to a [[proper]] charitable enterprise and some interesting real [[mens]] . ",0.009504437446594238,0.22962313890457153,1,1,1,200,"Failed"
"you wo n't like roger , but you will quickly recognize him . ","you wo n't like roger , but you will quickly recognize him . ",0.8721683025360107,0.8721683025360107,1,1,0,1,"Skipped"
"if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ","if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ",0.5113610029220581,0.5113610029220581,0,0,1,1,"Skipped"
"byler [[reveals]] his characters in a [[way]] that intrigues and even [[fascinates]] us , and he never [[reduces]] the situation to simple melodrama . ","byler [[betrays]] his characters in a [[chemin]] that intrigues and even [[disgusts]] us , and he never [[decrease]] the situation to simple melodrama . ",0.044978201389312744,0.5496964454650879,1,0,1,200,"Successful"
"this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ","this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ",0.8660240173339844,0.8660240173339844,1,1,0,1,"Skipped"
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and [[underarm]] noises [[played]] a crucial role . ","it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and [[armpit]] noises [[realised]] a crucial role . ",0.38673239946365356,0.534832239151001,0,1,0,69,"Successful"
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a [[smooth]] sleight of hand . ","no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a [[irreproachable]] sleight of hand . ",0.05935615301132202,0.7909684777259827,1,0,1,38,"Successful"
"on the whole , the movie [[lacks]] wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the whole , the movie [[shortfall]] wit , feeling and believability to compensate for its incessant coarseness and banality . ",0.02841562032699585,0.7771475315093994,0,1,0,53,"Successful"
"why [[make]] a [[documentary]] about these [[marginal]] historical figures ? ","why [[bringing]] a [[text]] about these [[modest]] historical figures ? ",0.06854701042175293,0.5766855478286743,0,1,0,128,"Successful"
"neither parker nor donovan is a typical romantic lead , but they [[bring]] a [[fresh]] , quirky [[charm]] to the formula . ","neither parker nor donovan is a typical romantic lead , but they [[assumes]] a [[mild]] , quirky [[exudes]] to the formula . ",0.03898978233337402,0.5219303369522095,1,0,1,109,"Successful"
"his last movie was poetically romantic and full of indelible images , but his latest [[has]] nothing [[going]] for it . ","his last movie was poetically romantic and full of indelible images , but his latest [[enjoy]] nothing [[goes]] for it . ",0.07767325639724731,0.682646632194519,0,1,0,71,"Successful"
"does paint some memorable images ... , but makhmalbaf [[keeps]] her distance from the characters ","does paint some memorable images ... , but makhmalbaf [[chocks]] her distance from the characters ",0.11619198322296143,0.5693620443344116,1,0,1,63,"Successful"
"a [[gripping]] movie , [[played]] with performances that are all understated and touching . ","a [[hallucinatory]] movie , [[suffered]] with performances that are all understated and touching . ",0.0026009082794189453,0.752530574798584,1,0,1,85,"Successful"
"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to [[make]] a [[dream]] seem possible . ","it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to [[put]] a [[daydream]] seem possible . ",0.1517314910888672,0.5532829165458679,1,0,1,103,"Successful"
"combining quick-cut editing and a blaring heavy metal much of the [[time]] , beck [[seems]] to [[be]] under the illusion that he 's shooting the latest system of a down video . ","combining quick-cut editing and a blaring heavy metal much of the [[moments]] , beck [[emerge]] to [[coming]] under the illusion that he 's shooting the latest system of a down video . ",0.29746192693710327,0.5051554441452026,0,1,0,121,"Successful"
"the movie 's relatively simple plot and uncomplicated morality play [[well]] with the [[affable]] [[cast]] . ","the movie 's relatively simple plot and uncomplicated morality play [[right]] with the [[effusive]] [[hurled]] . ",0.007151603698730469,0.6144059896469116,1,0,1,88,"Successful"
"what the director ca n't [[do]] is make either of val kilmer 's two personas interesting or worth caring about . ","what the director ca n't [[fait]] is make either of val kilmer 's two personas interesting or worth caring about . ",0.3096928596496582,0.5752543807029724,0,1,0,46,"Successful"
"too often , the viewer is n't [[reacting]] to humor so much as they are [[wincing]] back in repugnance . ","too often , the viewer is n't [[riposte]] to humor so much as they are [[trembled]] back in repugnance . ",0.36012768745422363,0.5543568134307861,0,1,0,83,"Successful"
"it 's [[great]] escapist [[fun]] that recreates a place and [[time]] that will never [[happen]] again . ","it 's [[sizable]] escapist [[kidding]] that recreates a place and [[calendars]] that will never [[occur]] again . ",0.003620445728302002,0.505915641784668,1,0,1,181,"Successful"
"scores no [[points]] for originality , wit , or intelligence . ","scores no [[issues]] for originality , wit , or intelligence . ",0.06589370965957642,0.5069866180419922,0,1,0,33,"Successful"
"there is n't nearly enough [[fun]] here , [[despite]] the presence of some appealing ingredients . ","there is n't nearly enough [[giggle]] here , [[except]] the presence of some appealing ingredients . ",0.22767549753189087,0.8932525515556335,0,1,0,60,"Successful"
"hilariously inept and ridiculous . ","hilariously inept and ridiculous . ",0.9636713266372681,0.9636713266372681,0,0,1,1,"Skipped"
"this movie is [[maddening]] . ","this movie is [[mystifying]] . ",0.043928682804107666,0.9720832109451294,0,1,0,31,"Successful"
"it haunts you , you ca n't forget it , you [[admire]] its conception and are [[able]] to resolve some of the confusions you had while watching it . ","it haunts you , you ca n't forget it , you [[admiring]] its conception and are [[incapable]] to resolve some of the confusions you had while watching it . ",0.08244532346725464,0.5857146382331848,1,0,1,45,"Successful"
